term	section	course	instructor	whenWhere
Spring 2019	1368	MUSX-178	Wolter	WW 09:35AM11:50AM-11: MM-136136 1/28-5/24
Spring 2019	1420	MUSX-174	Wolter	THTH 02:30PM04:45PM-04: MM-136136 1/28-5/24
Spring 2018	1420	MUSX-174	Wolter	WW 02:00PM-04:00PM M-136 1/20-5/25
Spring 2017	1420	MUSX-174	Wolter	W 9:30-12:20pm M-136
Fall 2017	2317	MUSX-174	Wolter	M 9:30-12:20pm M-136
Fall 2016	2317	MUSX-174	Wolter	M 9:30-12:20pm M-136
Fall 2018	2325	MUSX-174	Wolter	W 09:35AM-12:45PM M-136
Fall 2018	3262	MUSX-174	Wolter	TH 02:30PM-05:40PM M-136
Fall 2017	3262	MUSX-174	Wolter	W 2:00-5:15pm M-136 8/30-12/13
Fall 2018	3272	MUSX-175	Wolter	W 09:35AM-12:45PM M-136
Summer 2008	4237	MUSIC-174	Wolter	MTWTH 10:30-12:35pm M-136 6/16-7/24
Fall 2007	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136 8/16-12/16
Fall 2011	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136 8/17-12/17
Fall 2004	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136 8/19-12/19
Fall 2009	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Fall 2005	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Fall 2015	8019	MUSX-174	Wolter	M 7:00-9:50pm M-136
Fall 2012	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136 8/17-12/17
Fall 2014	8019	MUSX-174	Wolter	M 7:00-9:50pm M-136
Fall 2006	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Fall 2008	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Fall 2013	8019	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2006	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2007	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2015	8108	MUSX-174	Wolter	M 7:00-9:50pm M-136
Spring 2009	8108	MUSIC-174	Wolter	M 7:00-10:05pm M-136
Spring 2013	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2010	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2011	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136 1/22-5/27
Spring 2012	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2008	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2005	8108	MUSIC-174	Wolter	M 7:00-9:50pm M-136
Spring 2004	8170	MUSIC-190V	Wolter	M 7:00-9:50pm M-136
Spring 2008	8218	MUSLT-117	Wolter	W 7:00-9:50pm M-125
Fall 2003	8279	MUSIC-190V	Wolter	M 7:00-9:50pm M-136
Fall 2017	8664	MUSX-175	Wolter	M 7:00-9:50pm M-136
Fall 2011	9098	MUSIC-117	Wolter	W 6:30-9:20pm SRC-E227 8/17-12/17
Fall 2012	9098	MUSIC-117	Wolter	W 6:30-9:20pm SRC-E227 8/17-12/17
Fall 2017N	2317	MUSX-174N	Wolter	MNNNN 9:30-12:20pmN M-136N FullTermN
Fall 2017N	2317	MUSX-174N	Wolter	MNNNN 9:30-12:20pmN M-136N FullTermN
Fall 2017N	2317	MUSX-174N	Wolter	MNNNN 9:30-12:20pmN M-136N FullTermN
Fall 2017N	2317	MUSX-174N	Wolter	MNNNN 9:30-12:20pmN M-136N FullTermN
Spring 2015	9087	COMSC-100L	Wong	online
Fall 2015	9124	CIS-118	Wong	online 8/17-10/14
Fall 2016	9124	CIS-118	Wong	online 8/15-10/12
Spring 2016	9127	CIS-118	Wong	online 1/22-3/18
Spring 2015	9127	CIS-118	Wong	online 1/20-5/20
Fall 2014	9132	CIS-116	Wong	online 10/13-12/17
Spring 2015	9133	CIS-118	Wong	online 3/16-5/20
Spring 2016	9133	CIS-118	Wong	online 3/28-5/27
Spring 2017	9133	CIS-118	Wong	online 3/20-5/26
Spring 2018	9133	CIS-118	Wong	  OFF-ONLINE 4/02-5/25
Fall 2014	9139	CIS-181	Wong	T 6:30-9:20pm SRC-E229
Fall 2015	9220	CIS-118	Wong	online 10/19-12/16
Fall 2016	9220	CIS-118	Wong	online 10/17-12/16
Fall 2017	9330	CIS-118	Wong	online 10/16-12/15
Fall 2018	9330	CIS-118	Wong	  OFF-ONLINE 10/22-12/14
Fall 2001	8081	HRMCU-211	Wong	M 4:00-6:15pm BE-206 8/20-11/5
Fall 2003	8081	HRMCU-211	Wong	M 4:00-6:15pm BFL-112 8/18-11/03
Fall 2004	8081	HRMCU-211	Wong	M 4:00-6:15pm BFL-112 8/23-11/08
Fall 2002	8081	HRMCU-211	Wong	M 4:00-6:15pm BFL-106 8/19-11/04
Spring 2002	8465	HRMCU-214	Wong	M 4:00-5:00pm BE-201 1/14-4/29
Spring 2004	8465	HRMCU-214	Wong	M 4:00-5:30pm BFL-104 1/26-4/19
Fall 2015	1561	PSYCH-130	Wong	TTH 2:00-3:20pm LA-208B
Fall 2014	1719	PSYCH-122	Wong	TTH 2:00-3:20pm LA-215
Spring 2016	8125	PSYCH-200	Wong	T 7:00-9:50pm LA-119
Spring 2015	8125	PSYCH-200	Wong	T 7:00-9:50pm LA-119
Summer 2015	8126	PSYCH-200	Wong	MW 5:30-9:45pm LA-120 6/15-7/22
Summer 2014	8126	PSYCH-200	Wong	MW 5:30-9:45pm LA-120 6/16-7/23
Summer 2013	8126	PSYCH-200	Wong	MW 5:30-9:45pm LA-121 6/17-7/24
Fall 2014	8191	PSYCH-200	Wong	W 7:00-9:50pm LA-107
Fall 2013	8198	PSYCH-101	Wong	TH 7:00-9:50pm LA-122
Fall 2015	8246	PSYCH-215	Wong	T 7:00-9:50pm MA-104
Spring 2015	8276	PSYCH-230	Wong	W 7:00-9:50pm LA-119
Fall 2015	8410	PSYCH-145	Wong	M 7:00-9:50pm LA-121
Fall 2014	8410	PSYCH-145	Wong	M 7:00-9:50pm LA-121
Spring 2013	8621	PSYCH-215	Wong	T 7:00-9:50pm LA-118
Spring 2015	8798	PSYCH-145	Wong	M 7:00-9:50pm LA-107
Spring 2019	9110	CHEM-108	Wong	TTHF 12:45PM11:10AM-02:1 SRCSRC-E230E237 1/28-5/24
Fall 2006	8102	ASTRO-130	Wong	M 7:00-9:50pm SC-701
Spring 2007	8793	ASTRO-130	Wong	M 7:00-9:50pm SC-701
Spring 2006	8793	ASTRO-130	Wong	M 7:00-9:50pm SC-701
Fall 2014	0011	MATH-142	Wono	MW 8:00-9:50am MA-251
Fall 2014	1060	MATH-090	Wono	MW 2:00-4:15pm MA-250
Spring 2015	1301	MATH-294	Wono	MW 8:00-10:15am MA-109
Fall 2014	3360	MATH-075SP	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3361	MATH-090SP	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3362	MATH-120SP	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3364	MATH-135SP	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3367	MATH-051	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3368	MATH-052	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3369	MATH-053	Wono	MW 11:00-1:15pm LC-200C
Spring 2015	3380	MATH-075SP	Wono	MW 11:00-1:15pm LC-200C
Spring 2015	3381	MATH-090SP	Wono	MW 11:00-1:15pm LC-200C
Spring 2015	3382	MATH-120SP	Wono	MW 11:00-1:15pm LC-200C
Spring 2015	3383	MATH-135SP	Wono	MW 11:00-1:15pm LC-200C
Fall 2014	3470	MATH-075SP	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3471	MATH-090SP	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3472	MATH-120SP	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3473	MATH-135SP	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3474	MATH-050	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3475	MATH-051	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3476	MATH-052	Wono	TTH 12:30-2:45pm LC-200C
Fall 2014	3477	MATH-053	Wono	TTH 12:30-2:45pm LC-200C
Spring 2008	1271	ART-156	Wood	F 10:00-3:50pm A-206
Spring 2008	1272	ART-155	Wood	F 10:00-3:50pm A-206
Fall 2004	8392	ART-152	Wood	MW 7:00-9:50pm A-206 8/19-12/19
Fall 2001	8603	ECON-221	Woods	M 7:00-9:50pm LA-119
Fall 2001	9034	ENGL-222	Woolsey	online
Fall 2001	9034	ENGL-222	Woolsey	online
Fall 2002	9094	ENGL-122	Woolsey	M 6:00-9:00pm LA-211
Fall 2002	9094	ENGL-122	Woolsey	M 6:00-9:00pm LA-211
Fall 2004	9097	ENGL-122	Woolsey	M 6:00-8:50pm SRV-220 8/19-12/19
Fall 2004	9097	ENGL-122	Woolsey	M 6:00-8:50pm SRV-220 8/19-12/19
Spring 2004	9183	ENGL-126	Woolsey	online
Spring 2004	9183	ENGL-126	Woolsey	online
Fall 2002	9194	ENGL-222	Woolsey	S 9:00-12:00pm 
Fall 2002	9194	ENGL-222	Woolsey	S 9:00-12:00pm 
Summer 2004	9254	ENGL-122	Woolsey	MW 6:30-9:45pm SRV-106 6/14-8/04
Spring 2002	9332	ENGL-222	Woolsey	online
Spring 2004	9701	ENGL-177	Woolsey	M 7:00-9:50pm SRV-215
Fall 2003	9746	ENGL-177	Woolsey	T 4:00-6:50pm SRV-215
Fall 2003	9990	ENGL-126	Woolsey	online
Fall 2003	9990	ENGL-126	Woolsey	online
Fall 2011	9157	NUTRI-160	Worden	MW 12:30-1:45pm SRC-W218 8/17-12/17
Fall 2012	9157	NUTRI-160	Worden	MW 12:30-1:45pm SRC-W218 8/17-12/17
Fall 2013	9158	NUTRI-160	Worden	T 6:00-8:50pm SRC-W222
Summer 2012	9161	HSCI-124	Worden	MTWTH 10:30-12:35pm SRC-E227 6/18-7/26
Spring 2013	9480	NUTRI-160	Worden	TH 6:30-9:20pm SRC-E229
Fall 2015	1464	BUS-101	Worsham	MW 11:00-12:20pm BFL-103
Summer 2016	1508	BUS-150B	Worsham	MTWTHF 8:30-10:45am HSF-DIABLO 6/27-7/01
Spring 2016	2225	BUSMK-256	Worsham	MW 9:30-10:50am BFL-104
Spring 2017	2225	BUSMK-256	Worsham	MW 9:30-10:50am BFL-104
Spring 2016	2237	BUSMK-256	Worsham	TTH 11:00-12:20pm BFL-103
Spring 2015	2497	BUS-109	Worsham	MW 3:30-4:50pm BFL-113
Spring 2015	2549	BUS-101	Worsham	MW 2:00-3:20pm BFL-106
Spring 2016	2549	BUS-101	Worsham	MW 2:00-3:20pm BFL-104
Spring 2017	2823	BUS-250	Worsham	MW 12:00-1:35pm BFL-102 2/06-5/24
Spring 2019	2823	BUS-250	Worsham	MW 08:00AM-09:25AM BFL-104 1/28-5/24
Fall 2015	2873	BUS-101	Worsham	TTH 9:30-10:50am ET-112
Fall 2015	3868	BUSMK-256	Worsham	TTH 1:00-2:35pm PL-103 9/08-12/17
Fall 2018	3868	BUSMK-256	Worsham	TTH 02:30PM-03:55PM BFL-113
Fall 2017	3868	BUSMK-256	Worsham	TTH 1:00-2:35pm BFL-113 9/05-12/15
Fall 2014	3868	BUSMK-256	Worsham	TTH 1:00-2:35pm PL-102 9/09-12/16
Fall 2016	3868	BUSMK-256	Worsham	TTH 1:00-2:35pm BFL-113 9/06-12/16
Spring 2017	5037	BUS-250	Worsham	online 2/06-5/26
Spring 2018	6730	BUS-250	Worsham	TWTH 10:20AM-12:00PM ET-114 4/24-6/28
Fall 2017	8199	BUS-101	Worsham	MW 4:00-6:05pm BFL-104 9/25-12/13
Fall 2016	8199	BUS-101	Worsham	MW 4:00-6:05pm BFL-104 9/26-12/16
Spring 2018	8886	BUS-250	Worsham	M 06:30PM-09:50PM BFL-104 2/05-5/21
Spring 2019	9247	BUS-109	Worsham	W 06:00PM-09:10PM SRCOFF-W218ONLINE 3/25-5/24
Fall 2001	0689	COUNS-150E	Wothe	TTH 11:00-12:15pm BE-201 10/9-11/15
Summer 2006	1003	CARDV-155	Wothe	MTWTHF 8:00-11:20am ET-112 6/19-6/23
Summer 2005	1003	CARDV-155	Wothe	MTWTHF 8:00-11:20am ET-120B 6/20-6/24
Spring 2005	1005	COUNS-110	Wothe	TTH 9:30-10:45am C-103 1/17-3/16
Spring 2008	1689	COUNS-130	Wothe	TTH 11:00-12:15pm L-143 3/25-5/22
Spring 2007	2280	COUNS-120	Wothe	MTTH 10:00-10:50am LA-112
Spring 2006	2280	COUNS-120	Wothe	MTTH 10:00-10:50am LA-112
Spring 2006	2807	CARER-150B	Wothe	TTH 2:00-3:15pm H-111 2/20-3/29
Spring 2007	2807	CARER-150B	Wothe	TTH 2:00-3:15pm H-111 2/20-3/29
Spring 2013	2817	CARER-110	Wothe	MW 3:00-4:15pm ET-122B
Fall 2006	2935	COUNS-120	Wothe	MTTH 10:00-10:50am L-143
Fall 2004	2938	COUNS-110	Wothe	TTH 9:30-10:50am C-103 8/19-10/14
Fall 2005	2938	COUNS-110	Wothe	TTH 9:30-10:55am C-103 8/23-10/13
Fall 2005	2939	COUNS-110	Wothe	TTH 9:30-10:45am C-103 10/18-12/15
Fall 2004	2939	COUNS-110	Wothe	TTH 9:30-10:45am C-103 10/19-12/16
Spring 2002	5029	COUNS-120	Wothe	TTH 9:30-10:45am ET-108
Fall 2002	5236	COUNS-120	Wothe	MWF 10:00-10:50am M-127
Fall 2001	7179	COUNS-105	Wothe	S 9:00-12:00pm MA-107 5/12-5/12
Spring 2006	1038	ARTHS-197	Wray	TTH 2:00-3:15pm A-106
Spring 2005	1038	ARTHS-197	Wray	TTH 2:00-3:15pm A-106
Spring 2007	1038	ARTHS-197	Wray	TTH 2:00-3:15pm A-106
Spring 2005	1144	ARTHS-195	Wray	TTH 12:30-1:45pm A-106
Summer 2006	1281	ARTHS-197	Wray	MTWTH 10:30-12:35pm A-106 6/19-7/27
Summer 2002	1281	ARTHS-197	Wray	MTWTH 10:30-12:35pm A-106 6/17-7/25
Summer 2005	1993	ARTHS-195	Wray	MTWTH 8:15-10:20am A-106 6/20-7/28
Fall 2004	1993	ARTHS-197	Wray	TTH 2:00-3:15pm FORUM 8/19-12/19
Summer 2004	1993	ARTHS-195	Wray	MTWTH 8:15-10:20am A-106 6/28-8/05
Summer 2003	1993	ARTHS-195	Wray	MTWTH 8:15-10:20am A-106 6/23-7/31
Fall 2004	1996	ARTHS-195	Wray	TTH 11:00-12:15pm A-106 8/19-12/19
Fall 2005	1996	ARTHS-195	Wray	TTH 12:30-1:45pm A-106
Fall 2003	1996	ARTHS-195	Wray	TTH 11:00-12:15pm A-106
Fall 2002	1996	ARTHS-195	Wray	TTH 11:00-12:15pm A-106
Spring 2006	8093	ARTHS-197	Wray	S 8:30-11:50am A-106 1/27-5/19
Summer 2002	8180	ARTHS-196	Wray	TTH 6:30-9:45pm A-106 6/11-8/01
Summer 2003	8180	ARTHS-196	Wray	TTH 6:30-9:45pm A-106 6/10-7/31
Fall 2004	8821	ARTHS-196	Wray	T 7:00-9:50pm FORUM 8/19-12/19
Fall 2005	8821	ARTHS-196	Wray	TTH 2:00-3:15pm FORUM
Fall 2006	8821	ARTHS-196	Wray	TTH 2:00-3:15pm FORUM
Fall 2003	8821	ARTHS-196	Wray	W 4:00-6:50pm FORUM
Fall 2003	8897	ARTHS-197	Wray	T 7:00-9:50pm A-106
Fall 2002	8897	ARTHS-197	Wray	TH 7:00-9:50pm A-106
Fall 2006	9043	ARTHS-196	Wray	TH 7:00-9:50pm SRV-217
Fall 2002	9083	ARTHS-195	Wray	W 7:00-9:50pm SRV-217
Fall 2005	9802	ARTHS-196	Wray	MW 9:30-10:45am SRV-217
Spring 2010	2953	ARCHI-220	Wright	MW 2:00-3:00pm ET-125
Spring 2009	2953	ARCHI-220	Wright	MW 2:00-3:00pm ET-122B
Spring 2010	2954	ARCHI-221	Wright	MWMW 1:00-1:50pm ET-125
Spring 2009	2954	ARCHI-221	Wright	MWMW 1:00-1:50pm ET-120B
Fall 2008	3343	ARCHI-220	Wright	MW 2:00-5:50pm ET-120B
Spring 2008	8609	CONST-144	Wright	T 6:30-9:20pm ET-120B
Summer 2008	0802	ENGL-122	Wright	MTWTH 12:45-2:50pm LA-117 6/16-7/24
Fall 2007	0918	ENGL-126	Wright	TTH 2:00-4:50pm LA-211 10/16-12/13
Fall 2009	1851	ENGL-122	Wright	F 9:00-11:50am LC-101
Spring 2008	1999	ENGL-122	Wright	TTH 9:30-10:45am LA-114
Spring 2008	2751	ENGL-122	Wright	TTH 11:00-12:15pm LA-213
Summer 2010	3970	ENGL-118	Wright	MTWTH 12:45-2:50pm LA-210 6/14-7/22
Summer 2008	4081	ENGL-122	Wright	MTWTH 8:15-10:20am LA-117 6/16-7/24
Summer 2009	4085	ENGL-122	Wright	MTWTH 10:30-12:35pm LA-213 6/22-7/30
Fall 2007	8119	ENGL-118	Wright	M 4:00-6:50pm LA-115 8/16-12/16
Fall 2009	8136	ENGL-122	Wright	W 4:00-7:20pm LA-211 9/09-12/16
Spring 2009	8303	ENGL-122	Wright	W 6:30-9:50pm BFL-112 2/04-5/20
Spring 2009	8305	ENGL-122	Wright	TH 4:00-6:50pm LC-103
Fall 2009	8731	ENGL-126	Wright	TH 6:30-9:50pm LA-114 9/10-12/17
Spring 2010	8745	ENGL-118	Wright	W 7:00-9:50pm LA-212
Spring 2010	8753	ENGL-122	Wright	TH 7:00-9:50pm LA-113
Fall 2008	8753	ENGL-122	Wright	TTH 5:30-6:45pm LA-117
Fall 2008	8842	ENGL-118	Wright	TH 7:00-9:50pm LC-109
Fall 2001	8158	SIGN-280	Wright	MW 7:00-8:15pm H-106
Summer 2001	9456	SIGN-280	Wright	TTH 6:30-9:45pm SRV-202 6/5-7/26
Fall 2015	1981	CARER-110	Wright	MW 11:00-12:20pm FOA-1
Fall 2015	2909	COUNS-120	Wright	F 9:00-11:50am HSF-180
Spring 2016	8260	CARER-110	Wright	M 4:00-7:20pm HSF-291 2/08-5/23
Fall 2017	1842	ART-151	Wright	TTH 8:00-10:50am A-206
Spring 2017	8053	ART-151	Wright	TTH 6:30-9:20pm A-206
Fall 2018	8874	ART-151	Wright	TTH 06:30PM-09:20PM A-206
Fall 2017N	1842	ART-151N	Wright	TTHNNNN 8:00-10:50amN A-206N FullTermN
Fall 2017N	1842	ART-151N	Wright	TTHNNNN 8:00-10:50amN A-206N FullTermN
Fall 2017N	1842	ART-151N	Wright	TTHNNNN 8:00-10:50amN A-206N FullTermN
Fall 2017N	1842	ART-151N	Wright	TTHNNNN 8:00-10:50amN A-206N FullTermN
Spring 2002	1278	BIOSC-101	Wright	TTH 8:00-9:15am LS-205
Spring 2015	1431	FILM-160	Wunderlich	T 3:00-5:50pm FORUM
Fall 2014	2566	FILM-160	Wunderlich	T 3:30-6:20pm FORUM
Spring 2015	5088	FILM-160	Wunderlich	online 2/03-5/20
Fall 2014	8037	FILM-180	Wunderlich	T 7:00-9:50pm FORUM
Summer 2018	9070	BIOSC-140	Wyler	MTWTH 05:45PM07:10PM-07:0 SRCSRC-E232E240 5/29-7/26
Spring 2019	9083	BIOSC-140	Wyler	MWMW 05:15PM06:55PM-06:4 SRCSRC-E232E238 1/28-5/24
Spring 2018	9083	BIOSC-140	Wyler	MWM 05:30PM-06:50PM SRC-E232 1/20-5/25
Fall 2018	9216	BIOSC-140	Wyler	MWMW 05:15PM-06:40PM SRC-W217
Fall 2018	0677	MATH-193	Wylie	TTH 01:25PM-03:55PM MA-241
Fall 2017	0677	MATH-193	Wylie	TTH 12:30-2:45pm MA-250
Fall 2017	0678	MATH-193	Wylie	MW 12:30-2:45pm MA-241
Fall 2018	1006	MATH-090	Wylie	MW 11:10AM-01:40PM L-141
Fall 2018	1017	MATH-090	Wylie	MW 11:10AM-01:40PM L-141
Spring 2018	1211	MATH-192	Wylie	TTH 02:00PM-04:15PM BFL-207 1/20-5/25
Spring 2018	1215	MATH-192	Wylie	MW 10:00AM-12:15PM MA-108 1/20-5/25
Spring 2017	1215	MATH-192	Wylie	MW 9:30-11:45am MA-244
Spring 2017	1237	MATH-192	Wylie	MW 12:30-2:45pm MA-241
Spring 2019	2283	MATH-193	Wylie	MW 11:10AM-01:40PM L-143 1/28-5/24
Fall 2016	3597	MATH-135	Wylie	MTWTH 8:00-8:50am MA-105
Spring 2017	3608	MATH-120	Wylie	TTH 8:30-10:45am MA-244
Fall 2016	3609	MATH-075	Wylie	MTWTH 2:00-2:50pm MA-107
Fall 2016	3622	MATH-075	Wylie	MTWTH 11:00-11:50am MA-251
Spring 2019	3625	MATH-193	Wylie	TTH 09:35AM-12:05PM LA-112 1/28-5/24
Spring 2019	3632	MATH-120	Wylie	TTH 12:45PM-03:15PM MA-105 1/28-5/24
Fall 2018	5024	MATH-192	Wylie	T  OFF-ONLINE
Spring 2018	5036	MATH-192	Wylie	F  OFF-ONLINE 1/20-5/25
Spring 2019	6152	MATH-193	Wylie	TTH 09:35AM-12:05PM LA-112 1/28-5/24
Spring 2018	6908	MATH-192	Wylie	MW 10:00AM-12:15PM MA-108 1/20-5/25
Fall 2017	8277	MATH-191	Wylie	MW 4:30-6:45pm MA-251
Fall 2016	8277	MATH-191	Wylie	MW 4:30-6:45pm MA-251
Fall 2017N	0677	MATH-193N	Wylie	TTHNNNN 12:30-2:45pmN MA-250N FullTermN
Fall 2017N	0677	MATH-193N	Wylie	TTHNNNN 12:30-2:45pmN MA-250N FullTermN
Fall 2017N	0677	MATH-193N	Wylie	TTHNNNN 12:30-2:45pmN MA-250N FullTermN
Fall 2017N	0677	MATH-193N	Wylie	TTHNNNN 12:30-2:45pmN MA-250N FullTermN
Fall 2017N	0678	MATH-193N	Wylie	MWNNNN 12:30-2:45pmN MA-241N FullTermN
Fall 2017N	0678	MATH-193N	Wylie	MWNNNN 12:30-2:45pmN MA-241N FullTermN
Fall 2017N	0678	MATH-193N	Wylie	MWNNNN 12:30-2:45pmN MA-241N FullTermN
Fall 2017N	0678	MATH-193N	Wylie	MWNNNN 12:30-2:45pmN MA-241N FullTermN
Spring 2016	1393	COMM-120	Xydas	MW 8:00-9:20am PAC-106
Spring 2015	1421	COMM-120	Xydas	TTH 11:00-12:20pm PAC-101
Spring 2015	1425	COMM-120	Xydas	TTH 12:30-1:50pm PAC-101
Spring 2015	1456	COMM-120	Xydas	F 9:00-11:50am PAC-102
Spring 2016	1517	COMM-120	Xydas	TTH 2:00-3:20pm BFL-205
Spring 2016	1519	COMM-120	Xydas	TTH 3:30-4:50pm BFL-102
Fall 2015	2021	COMM-130	Xydas	MW 11:00-12:20pm PAC-102
Fall 2016	2138	COMM-128	Xydas	TTH 11:00-12:20pm ATC-116
Fall 2016	2602	COMM-120	Xydas	TTH 12:30-1:50pm WLC-1
Fall 2015	2632	COMM-120	Xydas	TTH 8:00-9:20am PAC-102
Fall 2015	4219	COMM-120	Xydas	MW 8:00-9:20am PAC-106
Summer 2015	4267	COMM-120	Xydas	MTWTH 12:45-2:50pm PAC-101 6/15-7/23
Fall 2014	8008	COMM-120	Xydas	M 6:00-8:50pm FOA-1
Fall 2013	8020	COMM-120	Xydas	M 6:00-8:50pm PAC-102
Fall 2015	9187	COMM-120	Xydas	T 6:30-9:20pm SRC-E187
Fall 2016	9187	COMM-120	Xydas	T 6:30-9:20pm SRC-E187
Summer 2016	9309	COMM-120	Xydas	MW 5:30-9:45pm SRC-E176 6/20-7/27
Spring 2017	9481	COMM-120	Xydas	MW 12:30-1:50pm SRC-E187
Spring 2017	9495	COMM-121	Xydas	W 6:00-8:50pm SRC-E188
Spring 2017	9496	COMM-128	Xydas	MW 11:00-12:20pm SRC-E187
Spring 2002	8384	HUMAN-116	Yabe	T 7:00-9:50pm H-108
Spring 2002	8956	HUMAN-105	Yabe	W 7:00-9:50pm H-108
Spring 2019	2549	CARER-140	Yamamoto	MW 04:05PM-05:10PM L-102B 2/25-4/24
Spring 2019	8261	CARER-110	Yamamoto	M 05:20PM-08:30PM HSF-291 1/28-5/24
Summer 2017	5056	BUSAC-186	Yamamoto	online 6/19-7/27
Spring 2017	5557	BUSAC-190	Yamamoto	online 1/23-3/17
Spring 2018	8369	RE-161	Young	M 06:30PM-09:50PM BFL-106 2/05-5/21
Summer 2007	8369	RE-163	Young	MW 6:15-9:50pm H-110 6/18-8/01
Summer 2006	8369	RE-163	Young	MW 6:15-9:50pm H-110 6/19-8/02
Spring 2019	8369	RE-161	Young	TH 06:30PM-09:50PM BFL-106 2/07-5/24
Spring 2007	8379	RE-163	Young	M 6:30-9:50pm ET-112 2/05-5/21
Spring 2010	8379	RE-163	Young	M 6:30-9:50pm BFL-113 2/08-5/24
Spring 2008	8379	RE-163	Young	M 6:30-9:50pm H-105 2/04-5/19
Spring 2012	8379	RE-163	Young	M 6:30-9:50pm BFL-113 2/04-5/20
Spring 2009	8379	RE-163	Young	M 6:30-9:50pm H-105 2/02-5/18
Spring 2006	8379	RE-163	Young	M 6:30-9:50pm ET-112 2/08-5/24
Spring 2004	8379	RE-163	Young	TTH 4:00-7:00pm BE-206 3/23-5/27
Spring 2013	8379	RE-163	Young	M 6:30-9:50pm BFL-113 2/04-5/20
Spring 2011	8379	RE-163	Young	M 6:30-9:50pm BFL-113 2/07-5/23
Spring 2012	8407	BIOSC-140	Young	TTH 6:00-7:15pm LHS-215
Spring 2013	8407	BIOSC-140	Young	TTH 6:00-7:15pm LHS-215
Spring 2005	8588	RE-163	Young	T 6:30-9:50pm LA-107 2/07-5/23
Spring 2004	8588	RE-163	Young	M 5:30-8:20pm H-110
Spring 2005	8640	RE-160	Young	M 6:30-9:50pm H-110 2/06-5/22
Spring 2008	8729	RE-160	Young	T 6:30-9:50pm H-110 2/05-5/20
Spring 2006	8729	RE-160	Young	T 6:30-9:50pm BE-208 2/06-5/22
Spring 2009	8729	RE-160	Young	T 6:30-9:50pm H-110 2/03-5/19
Spring 2010	8729	RE-160	Young	TH 6:30-9:50pm BFL-104 2/11-5/27
Spring 2007	8729	RE-160	Young	T 6:30-9:50pm BE-208 2/06-5/22
Summer 2003	8804	RE-164	Young	TWTH 7:00-9:50pm BE-201 6/24-7/31
Summer 2005	8804	RE-164	Young	MW 6:30-9:45pm BFL-105 6/20-8/10
Summer 2004	8804	RE-164	Young	MW 6:30-9:45pm BFL-113 6/14-8/04
Fall 2007	8907	RE-163	Young	M 6:30-10:05pm H-110 9/10-12/10
Fall 2006	8907	RE-163	Young	M 6:30-10:05pm H-110 9/11-12/11
Fall 2006	8967	RE-166	Young	T 6:30-9:50pm LA-115 9/05-12/12
Fall 2008	8967	RE-166	Young	T 6:30-9:50pm H-110 9/09-12/16
Fall 2004	1970	CHEM-120	Young	MWFMW 1:00-1:50pm PS-277 8/19-12/19
Fall 2004	1971	CHEM-120	Young	MWFTTH 1:00-1:50pm PS-277 8/19-12/19
Spring 2002	2116	CHEM-108	Young	TTHW 9:30-10:45am PS-267
Spring 2008	2116	CHEM-108	Young	MWTH 11:00-12:15pm PS-277
Spring 2009	2119	CHEM-108	Young	TTHW 12:30-1:45pm PS-277
Spring 2008	2119	CHEM-108	Young	MWT 12:30-1:45pm PS-277
Spring 2008	2121	CHEM-108	Young	MWM 12:30-1:45pm PS-277
Spring 2009	2121	CHEM-108	Young	TTHT 12:30-1:45pm PS-277
Spring 2004	2126	CHEM-109	Young	TTHTH 12:30-1:45pm PS-277
Fall 2007	2371	CHEM-108	Young	TTHT 12:30-1:45pm PS-277 8/16-12/16
Fall 2008	2371	CHEM-108	Young	TTHT 11:00-12:15pm PS-277
